Morning Snack1,Morning Snack2,Lunch1,Lunch2,Lunch3,Lunch4,Lunch5,Afternoon Snack1,Afternoon Snack2,Dinner1,Dinner2,Dinner3,Dinner4,Dinner5
S_perilla seed tofu porridge,#N/A,steamed white rice,chive shrimp soup,stir-fried pork and pineapple,seasoned salad with red-pepper leaf in soy paste,radish kimchi cubes,S_anchovy rice ball,S_barley tea,steamed sweet brown rice,cuttlefish soup,grilled tofu + marinade sauce,seasoned salad with lotus root and perilla seed,napa cabbage kimchi
S_broccoli porridge,#N/A,steamed millet rice,mild chicken stew,braised meat ball,seasoned winter celery,napa cabbage kimchi,S_grilled corn with butter,S_milk (100ml),steamed millet rice,red chilli paste stew with pork,stir-fried shrimp and vegetables,fresh kimchi with chive,radish kimchi cubes
S_rice crust porridge,#N/A,deluxe rice with sweet pumpkin,winter mushroom soy paste soup,pan-fried shrimp and tofu,#N/A,napa cabbage kimchi,S_soboro bun (streusel-like crusted bread),S_milk (100ml),steamed white rice,dried radish leaf soy paste soup,braised spicy chicken,seasoned salad with winter celery in vinegar marinade,napa cabbage kimchi
S_abalone porridge,#N/A,steamed rice with black beans,persimmon pine nut soup,steamed beef rib,seasoned herbs with aubergine,napa cabbage kimchi,S_macaroni and vegetables salad,S_barley tea,steamed black rice,tofu soup,stir-fried fried fish paste,seasoned salad with winter cabbage,radish kimchi cubes
S_tuna veggie porridge,#N/A,steamed sweet millet rice,egg soup,stir-fried pork and bokchoy,mung bean jelly salad,radish kimchi cubes,S_steamed rice cake,S_barley tea,steamed millet rice,kimchi stew,braised beef and potato,seasoned salad with grilled aubergine,radish kimchi cubes
S_milk (200ml),#N/A,soy paste rice bowl with soft tofu,bean sprout soup,deep-fried shrimp,#N/A,napa cabbage kimchi,S_French toast,S_barley tea,#N/A,#N/A,#N/A,#N/A,#N/A
S_corn porridge,#N/A,steamed white rice,beef seaweed soup,rolled omelette with cheese,seasoned perilla leaf,napa cabbage kimchi,S_cake,S_milk (100ml),#N/A,#N/A,#N/A,#N/A,#N/A
S_watermelon,S_milk (200ml),steamed rice with black beans,seaweed soup,stir-fried pork and rice cake,seasoned perilla leaf,napa cabbage kimchi,S_pizza bread,S_barley tea,steamed white rice,bokchoy soy paste soup,stir-fried rice with shrimp,seasoned green bean sprout,napa cabbage kimchi
S_beef porridge,#N/A,steamed black rice,chilled acorn jelly soup,braised chicken and sweet pumpkin,stir-fried garlic stem,radish kimchi cubes,S_fermented rice cake,S_milk (100ml),steamed millet rice,daikon perilla seed soup,stir-fried pork with perilla leaves,braised white bait,napa cabbage kimchi
S_cereal,S_milk (200ml),steamed white rice,cream soup,pork cutlet,lettuce salad (kiwi dressing),radish kimchi cubes,S_steamed potato,S_barley tea,steamed sweet millet rice,dried shrimp curled mallow soup,roasted chicken drumsticks,steamed sweet pumpkin,napa cabbage kimchi
S_Korean melon,S_milk (200ml),steamed millet rice,freshwater snail soy paste soup,stir-fried beef and paprika,braised burdock slices,napa cabbage kimchi,S_mini-mandu (dumpling),S_barley tea,steamed rice with black beans,dried mussel seaweed soup,steamed eggs,stir-fried potato,napa cabbage kimchi
S_peach,S_milk (200ml),steamed sweet millet rice,zucchini soup,grilled tofu + marinade sauce,sensoned red-pepper leaf,napa cabbage kimchi,S_rice ball with fried tofu,S_barley tea,steamed mung bean rice,mandu (dumpling) soup,steamed beef with rice cake,seasoned salad with cucumber,napa cabbage kimchi
S_milk (200ml),#N/A,rice ball with seaweed flakes,mini-chilled buckwheat noodles,deep-fried spring rolls,#N/A,napa cabbage kimchi,S_snow white rice cake,S_barley tea,#N/A,#N/A,#N/A,#N/A,#N/A
S_tomato,S_milk (200ml),steamed black rice,winter cabbage soy paste soup,stir-fried beef and potato,braised anchovy,radish kimchi cubes,S_rice ball with shirimp,S_barley tea,steamed millet rice,fried tofu soy paste soup,braised tofu in marinade sauce,seasoned zucchini,napa cabbage kimchi
S_egg veggie porridge,#N/A,steamed sweet millet rice,mini-udon (white wheat noodles),braised Atka mackerel in marinade sauce,stir-fried broccoli,napa cabbage kimchi,S_steamed corn,S_milk (100ml),steamed white rice,persimmon pine nut soup,Korean beef kebab,seasoned winter cabbage,radish kimchi cubes
S_banana,#N/A,steamed sweet rice,whole chicken soup,steamed winter celery with rice cake in red chilli paste,S_Korean melon,radish kimchi cubes,S_toasted bread,S_milk (100ml),steamed black rice,egg soup,grilled Atka mackerel,parboiled broccoli (perilla seed sauce),napa cabbage kimchi
S_watermelon,S_milk (200ml),steamed rice with black beans,cold aubergine soup,rolled omelette with vegetables,seasoned oyster mushroom,radish kimchi cubes,S_Yaksik (sweet rice with jujube),S_barley tea,steamed millet rice,kimchi soup,steamed chicken,seasoned winter celery,radish kimchi cubes
S_kiwi,S_milk (200ml),steamed millet rice,clam soup,steamed pork rib,summer radish,napa cabbage kimchi,S_tteokbokki (stir-fried rice cake),S_barley tea,steamed sweet millet rice,mushroom soy paste soup,stir-fried beef and aubergine,seasoned chive,napa cabbage kimchi
S_milk (200ml),#N/A,stir-fried rice with kimchi,fried tofu soy paste soup,pan-fried shrimp and vegetables,#N/A,radish kimchi cubes,S_sponge cake,S_barley tea,#N/A,#N/A,#N/A,#N/A,#N/A
S_nectarine,S_milk (200ml),steamed white rice,beef soup,seasoned mandu (dumpling),sweet potato stem with herbs,radish kimchi cubes,S_veggie rice ball,S_barley tea,steamed rice with black beans,summer radish soy paste soup,braised pork in soy sauce,stir-fried dried pollack,napa cabbage kimchi
S_egg chive porridge,#N/A,steamed black rice,curled mallow soy paste soup,Mapa tofu,seasoned salad with chicory,napa cabbage kimchi,S_steamed sweet pumpkin,S_milk (100ml),steamed millet rice,fried fish paste soup,stir-fried beef and cabbage,pigweed,radish kimchi cubes
S_cereal,S_milk (200ml),rice bowl with chicken in oyster sauce,miso paste soup,_fruit salad (yoghurt dressing),#N/A,napa cabbage kimchi,S_braised eggplant in curry,S_barley tea,steamed white rice,bokchoy soup,grilled tofu in teriyaki sauce,seasoned salad with curled mallow,napa cabbage kimchi
S_tomato,S_milk (200ml),steamed millet rice,cuttlefish soup,braised quail eggs in soy sauce,stir-fried perilla leaf and perilla seed,radish kimchi cubes,S_noodles in soy soup,#N/A,steamed sweet millet rice,zucchini leaf soy paste soup,stir-fried chicken in black soy,seasoned salad with grilled aubergine,napa cabbage kimchi
S_watermelon,S_milk (200ml),steamed millet rice,bean sprout soup,stir-fried pork and kimchi,seasoned spinach,radish kimchi cubes,S_doughnut,S_barley tea,steamed mung bean rice,mild beef stew,parboiled cuttlefish,seasoned salad with chwinamul,napa cabbage kimchi
S_milk (200ml),#N/A,tuna-mayo rice bowl,seaweed soy paste soup,seasoned salad with vegetables and spicy chewy noodles,#N/A,napa cabbage kimchi,S_pounded rice cake,S_barley tea,#N/A,#N/A,#N/A,#N/A,#N/A
S_kiwi,S_milk (200ml),steamed millet rice,cabbage soy paste soup,grilled mackerel in curry,seasoned salad with overripe cucumber,radish kimchi cubes,S_chilled acorn jelly soup with rice,S_barley tea,steamed sweet brown rice,clam soup,stir-fried chicken,seasoned salad with bean sprout,napa cabbage kimchi
S_perilla porridge,#N/A,steamed sweet millet rice,daikon soup,braised beef and vegetables,fresh kimchi with spring parsley,napa cabbage kimchi,S_watermelon punch,#N/A,steamed black rice,spinach soy paste soup,braised mackerel,seasoned salad with acorn jelly,radish kimchi cubes
S_banana,#N/A,stir-fried rice with pork and vegetable,fried tofu soy paste soup,sweet potato mattang,#N/A,napa cabbage kimchi,S_boiled egg,S_milk (100ml),steamed white rice,chard soy paste soup,stir-fried beef and vegetables,seasoned daikon,napa cabbage kimchi
S_Korean melon,S_milk (200ml),steamed rice with black beans,cold cucumber soup,stir-fried shrimp in chilli sauce,seasoned salad with winter celery in vinegar marinade,radish kimchi cubes,S_rainbow rice cake,S_barley tea,steamed millet rice,soft tofu stew,steamed pork slices,lettuce-wraps + soy red chilli paste,radish kimchi cubes
S_tomato,S_milk (200ml),steamed sweet brown rice,dried pollack kimchi soup,stir-fried chicken breast and green bean sprout,seasoned chive,radish kimchi cubes,S_sweet red bean bun,S_barley tea,steamed millet rice,shrimp soup,stir-fried beef and broccoli,seasoned winter celery,napa cabbage kimchi
S_milk (200ml),#N/A,cream spaghetti,sprout salad (oriental dressing),#N/A,S_peach,napa cabbage kimchi,S_tuna rice ball,S_barley tea,#N/A,#N/A,#N/A,#N/A,#N/A
S_grape,S_milk (200ml),steamed black rice,bean powder napa cabbage soup,stir-fried pork and konjac,seasoned crown daisy,radish kimchi cubes,S_chilled banquet noodles with kimchi,#N/A,steamed white rice,green bean sprout soup,seasoned salad with chicken and chive,stir-fried anchovy and nuts,napa cabbage kimchi
S_corn porridge,#N/A,steamed rice with black beans,zucchini soy paste soup,tofu steak,seasoned salad with bean sprout,radish kimchi cubes,S_fried potato with butter,S_milk (100ml),steamed millet rice,seaweed soup,barbequed pork,seasoned napa cabbage,radish kimchi cubes
S_banana,#N/A,steamed white rice,potato seaweed soup,steamed pork rib,seasoned spinach,radish kimchi cubes,S_cake,S_milk (100ml),#N/A,#N/A,#N/A,#N/A,#N/A
S_oatmeal porridge,#N/A,steamed rice with black beans,seaweed soup,stir-fried pork and rice cake,seasoned perilla leaf,napa cabbage kimchi,S_pizza bread,S_milk (100ml),steamed white rice,bokchoy soy paste soup,stir-fried rice with shrimp,seasoned green bean sprout,napa cabbage kimchi
S_beef porridge,#N/A,steamed black rice,chilled acorn jelly soup,braised chicken and sweet pumpkin,stir-fried garlic stem,radish kimchi cubes,S_fermented rice cake,S_milk (100ml),steamed millet rice,daikon perilla seed soup,stir-fried pork with perilla leaves,braised white bait,napa cabbage kimchi
S_chard porridge,#N/A,steamed white rice,cream soup,pork cutlet,lettuce salad (kiwi dressing),radish kimchi cubes,S_steamed potato,S_milk (100ml),steamed sweet millet rice,dried shrimp curled mallow soup,roasted chicken drumsticks,steamed sweet pumpkin,napa cabbage kimchi
S_summer radish porridge,#N/A,steamed millet rice,freshwater snail soy paste soup,stir-fried beef and paprika,braised burdock slices,napa cabbage kimchi,S_Korean melon,S_milk (100ml),steamed rice with black beans,dried mussel seaweed soup,steamed eggs,stir-fried potato,napa cabbage kimchi
S_tuna veggie porridge,#N/A,steamed sweet millet rice,zucchini soup,grilled tofu + marinade sauce,sensoned red-pepper leaf,napa cabbage kimchi,S_peach,S_milk (100ml),steamed mung bean rice,mandu (dumpling) soup,steamed beef with rice cake,seasoned salad with cucumber,napa cabbage kimchi
S_milk (200ml),#N/A,rice ball with seaweed flakes,mini-chilled buckwheat noodles,deep-fried spring rolls,#N/A,napa cabbage kimchi,S_snow white rice cake,S_barley tea,#N/A,#N/A,#N/A,#N/A,#N/A
S_black sesame porridge,#N/A,steamed black rice,winter cabbage soy paste soup,stir-fried beef and potato,braised anchovy,radish kimchi cubes,S_tomato,S_milk (100ml),steamed millet rice,fried tofu soy paste soup,braised tofu in marinade sauce,seasoned zucchini,napa cabbage kimchi
S_egg veggie porridge,#N/A,steamed sweet millet rice,mini-udon (white wheat noodles),braised Atka mackerel in marinade sauce,stir-fried broccoli,napa cabbage kimchi,S_steamed corn,S_milk (100ml),steamed white rice,persimmon pine nut soup,Korean beef kebab,seasoned winter cabbage,radish kimchi cubes
S_soft crab porridge,#N/A,steamed sweet rice,whole chicken soup,steamed winter celery with rice cake in red chilli paste,S_Korean melon,radish kimchi cubes,S_toasted bread,S_milk (100ml),steamed black rice,egg soup,grilled Atka mackerel,parboiled broccoli (perilla seed sauce),napa cabbage kimchi
S_soft tofu porridge,#N/A,steamed rice with black beans,cold aubergine soup,rolled omelette with vegetables,seasoned oyster mushroom,radish kimchi cubes,S_Yaksik (sweet rice with jujube),S_milk (100ml),steamed millet rice,kimchi soup,steamed chicken,seasoned winter celery,radish kimchi cubes
S_dried pollack porridge,#N/A,steamed millet rice,clam soup,steamed pork rib,summer radish,napa cabbage kimchi,S_watermelon,S_milk (100ml),steamed sweet millet rice,mushroom soy paste soup,stir-fried beef and aubergine,seasoned chive,napa cabbage kimchi
S_milk (200ml),#N/A,stir-fried rice with kimchi,fried tofu soy paste soup,pan-fried shrimp and vegetables,#N/A,radish kimchi cubes,S_sponge cake,S_barley tea,#N/A,#N/A,#N/A,#N/A,#N/A
S_mushroom porridge,#N/A,steamed white rice,beef soup,seasoned mandu (dumpling),sweet potato stem with herbs,radish kimchi cubes,S_nectarine,S_milk (100ml),steamed rice with black beans,summer radish soy paste soup,braised pork in soy sauce,stir-fried dried pollack,napa cabbage kimchi
S_egg chive porridge,#N/A,steamed black rice,curled mallow soy paste soup,Mapa tofu,seasoned salad with chicory,napa cabbage kimchi,S_steamed sweet pumpkin,S_milk (100ml),steamed millet rice,fried fish paste soup,stir-fried beef and cabbage,pigweed,radish kimchi cubes
S_potato porridge,#N/A,rice bowl with chicken in oyster sauce,miso paste soup,_fruit salad (yoghurt dressing),#N/A,napa cabbage kimchi,S_braised eggplant in curry,S_milk (100ml),steamed white rice,bokchoy soup,grilled tofu in teriyaki sauce,seasoned salad with curled mallow,napa cabbage kimchi
S_sweet potato porridge,#N/A,steamed millet rice,cuttlefish soup,braised quail eggs in soy sauce,stir-fried perilla leaf and perilla seed,radish kimchi cubes,S_noodles in soy soup,#N/A,steamed sweet millet rice,zucchini leaf soy paste soup,stir-fried chicken in black soy,seasoned salad with grilled aubergine,napa cabbage kimchi
S_carrot porridge,#N/A,steamed millet rice,bean sprout soup,stir-fried pork and kimchi,seasoned spinach,radish kimchi cubes,S_Korean melon,S_milk (100ml),steamed mung bean rice,mild beef stew,parboiled cuttlefish,seasoned salad with chwinamul,napa cabbage kimchi
S_milk (200ml),#N/A,tuna-mayo rice bowl,seaweed soy paste soup,seasoned salad with vegetables and spicy chewy noodles,#N/A,napa cabbage kimchi,S_pounded rice cake,S_barley tea,#N/A,#N/A,#N/A,#N/A,#N/A
S_mung bean porridge,#N/A,steamed millet rice,cabbage soy paste soup,grilled mackerel in curry,seasoned salad with overripe cucumber,radish kimchi cubes,S_kiwi,S_milk (100ml),steamed sweet brown rice,clam soup,stir-fried chicken,seasoned salad with bean sprout,napa cabbage kimchi
S_perilla porridge,#N/A,steamed sweet millet rice,daikon soup,braised beef and vegetables,fresh kimchi with spring parsley,napa cabbage kimchi,S_watermelon punch,#N/A,steamed black rice,spinach soy paste soup,braised mackerel,seasoned salad with acorn jelly,radish kimchi cubes
S_broccoli porridge,#N/A,stir-fried rice with pork and vegetable,fried tofu soy paste soup,sweet potato mattang,#N/A,napa cabbage kimchi,S_banana,S_milk (100ml),steamed white rice,chard soy paste soup,stir-fried beef and vegetables,seasoned daikon,napa cabbage kimchi
S_spinach soy paste porridge,#N/A,steamed rice with black beans,cold cucumber soup,stir-fried shrimp in chilli sauce,seasoned salad with winter celery in vinegar marinade,radish kimchi cubes,S_rainbow rice cake,S_milk (100ml),steamed millet rice,soft tofu stew,steamed pork slices,lettuce-wraps + soy red chilli paste,radish kimchi cubes
S_seafood porridge,#N/A,steamed sweet brown rice,dried pollack kimchi soup,stir-fried chicken breast and green bean sprout,seasoned chive,radish kimchi cubes,S_tomato,S_milk (100ml),steamed millet rice,shrimp soup,stir-fried beef and broccoli,seasoned winter celery,napa cabbage kimchi
S_milk (200ml),#N/A,cream spaghetti,sprout salad (oriental dressing),S_peach,#N/A,napa cabbage kimchi,S_tuna rice ball,S_barley tea,#N/A,#N/A,#N/A,#N/A,#N/A
S_white rice porridge,#N/A,steamed black rice,bean powder napa cabbage soup,stir-fried pork and konjac,seasoned crown daisy,radish kimchi cubes,S_grape,S_milk (100ml),steamed white rice,green bean sprout soup,seasoned salad with chicken and chive,stir-fried anchovy and nuts,napa cabbage kimchi
S_corn porridge,#N/A,steamed rice with black beans,zucchini soy paste soup,tofu steak,seasoned salad with bean sprout,radish kimchi cubes,S_fried potato with butter,S_milk (100ml),steamed millet rice,seaweed soup,barbequed pork,seasoned napa cabbage,radish kimchi cubes
S_broccoli porridge,#N/A,steamed white rice,potato seaweed soup,steamed pork rib,seasoned spinach,radish kimchi cubes,S_cake,S_milk (100ml),#N/A,#N/A,#N/A,#N/A,#N/A
S_watermelon,#N/A,steamed mung bean rice,egg spring onion soup,stir-fried pork and rice cake,stir-fried perilla leaf,napa cabbage kimchi,S_pizza bread,S_milk (150ml),#N/A,#N/A,#N/A,#N/A,#N/A
