kor_name,eng_name
간장닭강정,deep-fried chicken nuggets in soy sauce
돼지고기강정+소스,pork nuggets + sauce
닭살튀김,deep-fried chicken
삼치튀김,deep-fried Spanish mackerel
닭다리살튀김,deep-fried chicken drumsticks
오징어튀김,deep-fried cuttlefish
오징어링튀김,deep-fried cuttlefish rings
가자미튀김,deep-fried halibut
갈치카레튀김,deep-fried cutlassfish in curry
고등어튀김,deep-fried mackerel
닭가슴살튀김,deep-fried chicken
새우깐풍기,deep-fried shrimp in spicy sauce
라조기,stir-fried chicken in hot Sauce
생선살탕수,fish dumpling
임연수튀김,deep-fried Atka mackerel
치즈등심돈까스,cheese pork sirloin cutlet
다시마튀각,deep-fried seaweed
코다리강정,pollack nuggets
간장코다리강정,pollack nuggets in soy sauce
만두탕수,deep-fried mandu (dumpling)
웨지감자,potato wedge
고구마튀김,deep-fried sweet potato
감자튀김,deep-fried potato
뿌리채소맛탕,root vegetables mattang
고구마연근맛탕,sweet potato and lotus root mattang
유자고구마맛탕,sweet potato mattang in yuzu sauce
고구마맛탕,sweet potato mattang
튀김만두+초간장,deep-fried mandu (dumpling) + soy sauce with vinegar
만두강정,deep-fried mandu (dumpling)
가지깐풍,deep-fried aubergine in spicy sauce
가지튀김,deep-fried aubergine
가지카레튀김,braised eggplant in curry
어묵구이+케찹,grilled fried fish paste + ketchup
모듬튀김,deep-fried vegetables
버섯탕수,mushroom dumpling
양파튀김,deep-fried onion
양파링튀김,deep-fried onion ring
새우맛연근튀김,deep-fried shrimp and lotus root
연근튀김,deep-fried lotus root
옥수수채소튀김,deep-fried vegetables with corn
당면김말이튀김,deep-fried glass noodles in seaweed
김말이튀김,deep-fried glass noodles in seaweed
채소크로켓,vegetables croquette
채소튀김,deep-fried vegetables
톳채소튀김,deep-fried vegetables with hijiki
춘권튀김,deep-fried spring rolls
치킨너겟+토마토케첩,chicken nuggets + ketchup
치킨너겟+머스타드소스,chicken nuggets + mustard
치킨너겟+소스,chicken nuggets + sauce
도라지강정,bellflower root nuggets
호두강정,walnut nuggets
연근강정,deep-fried lotus root
야채튀김,deep-fried vegetables
(가공)만두튀김,(processed) deep-fried mandu (dumpling)
다시마튀김,deep-fried seaweed
모듬버섯탕수,assorted mushroom dumpling
검은깨고구마맛탕,sweet potato mattang with black sesame
미역귀튀각,deep-fried seaweed
감자고로케,potato croquette
고로케,croquette
감자칩튀김,potato chips
게맛살크로켓,soft crab croquette
게맛살튀김,deep-fried soft crab
단호박튀김,deep-fried sweet pumpkin
브로콜리튀김,deep-fried broccoli
뱅어포튀김,deep-fried white bait
채소옥수수튀김,deep-fried vegetables with corn
표고탕수,Pyogo mushroom dumpling
연근어묵,lotus root fish cake
간장닭갈비,stir-fried chicken in soy sauce
(저당)닭갈비,(low-sugar) stir-fried chicken
간장돼지불고기,barbequed pork in soy sauce
낙지채소볶음,stir-fried octopus and vegetables
낙지콩나물볶음,stir-fried octopus and bean sprout
너비아니채소볶음,stir-fried vegetables and Neobiani
난자완스,meat dumpling
닭가슴살삼색파프리카볶음,stir-fried chicken breast with three-color paprika
닭가슴살파프리카볶음,stir-fried chicken breast and paprika
닭가슴살굴소스볶음,stir-fried chicken breast in oyster sauce
닭가슴살숙주볶음,stir-fried chicken breast and green bean sprout
닭가슴살양배추볶음,stir-fried chicken breast and cabbage
닭가슴살깻잎볶음,stir-fried chicken breast with perilla leaves
카레닭가슴살볶음,stir-fried chicken breast in curry
닭가슴살브로콜리볶음,stir-fried chicken breast and broccoli
닭가슴살가지볶음,stir-fried chicken breast and aubergine
닭가슴살부추볶음,stir-fried chicken breast and chives
닭가슴살고구마볶음,stir-fried chicken breast and sweet potato
닭가슴살애호박볶음,stir-fried chicken breast and zucchini
닭가슴살칠리떡볶음,stir-fried chicken breast and rice cake in chilli sauce
닭가슴살칠리소스볶음,stir-fried chicken breast in chili sauce
순살닭갈비,stir-fried chicken without bones
뼈없는 닭갈비,stir-fried chicken without bones
치즈닭갈비,stir-fried chicken with cheese
닭갈비,stir-fried chicken
닭볶음탕,braised spicy chicken
닭다리살굴소스볶음,stir-fried chicken drumsticks in oyster sauce
두부채소굴소스볶음,stir-fried tofu and vegetables in oyster sauce
닭살굴소스볶음,stir-fried chicken in oyster sauce
닭살스테이크볶음,stir-fried chicken steak
닭살데리야끼볶음,stir-fried chicken in teriyaki sauce
닭살버섯불고기,barbequed chicken and mushroom
돈육청경채볶음,stir-fried pork and bokchoy
돼지고기청경채볶음,stir-fried pork and bokchoy
돼지고기미나리볶음,stir-fried pork and winter celery
닭살청경채볶음,stir-fried chicken and bokchoy
닭살브로콜리볶음,stir-fried chicken and broccoli
차돌볶음,stir-fried beef brisket
닭살숙주볶음,stir-fried chicken and green bean sprout
닭살파프리카볶음,stir-fried chicken and paprika
오이닭살참깨볶음,stir-fried chicken and cucumber with sesame
닭살피망볶음,stir-fried chicken and paprika
(저염)닭가슴살피망볶음,(low-salt) stir-fried chicken and paprika
닭가슴살피망볶음,stir-fried chicken breast and paprika
닭가슴살버섯볶음,stir-fried chicken breast and mushroom
닭다리살피망볶음,stir-fried chicken drumsticks and paprika
닭다리살채소볶음,stir-fried chicken drumsticks and vegetables
오리엔탈닭살볶음,stir-fried chicken in oriental sauce
닭살채소볶음,stir-fried chicken and vegetables
닭가슴살채소볶음,stir-fried chicken breast and vegetables
닭살양배추볶음,stir-fried chicken and cabbage
닭안심사과볶음,stir-fried chicken tenderloin and apple
닭안심배추볶음,stir-fried chicken tenderloin and napa cabbage
당근새우짜장볶음,stir-fried shrimp and carrot in black soy
대패삼겹볶음,stir-fried pork belly slices
대패삼겹파채볶음,stir-fried pork belly slices and spring onion slices
돈육간장볶음,stir-fried pork in soy sauce
돈육카레볶음,stir-fried pork in curry
돈육굴소스볶음,stir-fried pork in oyster sauce
돈육김치볶음,stir-fried pork and kimchi
두부김치볶음,stir-fried tofu and kimchi
돼지고기김치볶음,stir-fried pork and kimchi
돈육우엉두루치기,stir-fried pork and burdock
두부두루치기,stir-fried tofu
돼지고기두루치기,stir-fried pork
돈육두루치기,stir-fried pork
돈육마늘간장볶음,stir-fried pork and garlic in soy sauce
돈육버섯볶음,stir-fried pork and mushroom
돈육김치불고기,stir-fried barbequed pork and kimchi
돈육간장불고기,stir-fried barbequed pork in soy sauce
돈육불고기,stir-fried barbequed pork
돼지고기볶음,stir-fried pork
돼지고기데리야끼소스볶음,stir-fried pork in teriyaki sauce
돼지고기양배추볶음,stir-fried pork and cabbage
돼지고기양파볶음,stir-fried pork and onion
돼지고기양송이볶음,stir-fried pork and Yangsongyi mushroom
돼지고기양송이버섯볶음,stir-fried pork and Yangsongyi mushroom
돼지고기버섯볶음,stir-fried pork and mushroom
돼지고기곤약볶음,stir-fried pork and konjac
돼지고기깻잎볶음,stir-fried pork with perilla leaves
돼지고기떡볶음,stir-fried pork and rice cake
돼지고기오이볶음,stir-fried pork and cucumber
돈육양파불고기,stir-fried barbequed pork and onion
제육짜장볶음,stir-fried pork in spicy black soy
돈육짜장채소볶음,stir-fried pork and vegetables in black soy
돈육깻잎볶음,stir-fried pork with perilla leaves
돈육채소볶음,stir-fried pork and vegetables
돈육채피망케찹볶음,stir-fried pork and paprika in ketchup
돈육우엉볶음,stir-fried pork and burdock
돈육피망볶음,stir-fried pork and paprika
돼지고기가지볶음,stir-fried pork and aubergine
돼지고기브로콜리볶음,stir-fried pork and broccoli
돼지고기채소볶음,stir-fried pork and vegetables
돼지고기굴소스볶음,stir-fried pork in oyster sauce
쇠고기볶음우동,udon (white wheat noodles) with stir-fried beef
데리야끼닭우동볶음,udon (white wheat noodles) with stir-fried teriyaki chicken
훈제오리우동볶음,udon (white wheat noodles) with stir-fried smoked duck
해물우동숙주볶음,stir-fried udon (white wheat noodles) with seafood and green bean sprout
해물굴소스볶음,stir-fried vegetables in oyster sauce
소고기숙주볶음,stir-fried beef and green bean sprout
쇠고기숙주볶음,stir-fried beef and green bean sprout
베이컨숙주볶음,stir-fried bacon and green bean sprout
베이컨브로콜리볶음,stir-fried bacon and broccoli
돼지고기숙주볶음,stir-fried pork and green bean sprout
돼지고기씻은김치볶음,stir-fried pork and washed kimchi
돼지고기파인애플볶음,stir-fried pork and pineapple
돼지고기폭찹,stir-fried pork chops
돼지고기피망볶음,stir-fried pork and paprika
돼지불고기,barbequed pork
돼지간장불고기,stir-fried barbequed pork in soy sauce
마파두부,Mapa tofu
안매운마파두부,mild Mapa tofu
간장마파두부,soy-based Mapa tofu
떡갈비채소볶음,stir-fried pork roll and vegetables
미트볼데리야끼볶음,stir-fried meat ball in teriyaki sauce
미트볼채소볶음,stir-fried meat ball and vegetables
미트볼케첩볶음,stir-fried meat ball in ketchup
돈채파프리카볶음,stir-fried pork and paprika
돼지고기파프리카볶음,stir-fried pork and paprika
부추돼지불고기,barbequed pork and chive
소고기토마토볶음,stir-fried beef and tomato
새우살칠리소스볶음,stir-fried shrimp in chilli sauce
새우살케첩볶음,stir-fried shrimp in ketchup
새우살크림소스볶음,stir-fried shrimp in cream sauce
새우채소볶음,stir-fried shrimp and vegetables
새우살채소볶음,stir-fried shrimp and vegetables
새우감바스,shrimp gambas
새우파프리카볶음,stir-fried shrimp and paprika
소시지채소볶음,stir-fried sausage and vegetables
소시지피망볶음,stir-fried sausage and paprika
쇠고기가래떡볶음,stir-fried beef and rice cake
쇠고기가지불고기,stir-fried barbequed beef and aubergine
쇠고기가지볶음,stir-fried beef and aubergine
소고기채굴소스볶음,stir-fried beef in oyster sauce
쇠고기굴소스볶음,stir-fried beef in oyster sauce
제육깻잎볶음,stir-fried pork with perilla leaves
쇠고기깻잎볶음,stir-fried beef with perilla leaves
쇠고기단호박볶음,stir-fried beef and sweet pumpkin
쇠고기당근볶음,stir-fried beef and carrot
소고기당면불고기,stir-fried barbequed beef and glass noodles
소고기당면볶음,stir-fried beef and glass noodles
쇠고기당면볶음,stir-fried beef and glass noodles
불고기떡볶음,stir-fried barbequed beef and rice cake
쇠고기떡볶음,stir-fried beef and rice cake
소고기버섯불고기,stir-fried barbequed beef and mushroom
쇠고기버섯불고기,stir-fried barbequed beef and mushroom
소고기버섯볶음,stir-fried beef and mushroom
쇠고기버섯볶음,stir-fried beef and mushroom
쇠고기브로콜리볶음,stir-fried beef and broccoli
쇠고기청경채볶음,stir-fried beef and bokchoy
차돌양배추볶음,stir-fried beef brisket and cabbage
차돌숙주볶음,stir-fried beef brisket and green bean sprout
쇠고기양배추볶음,stir-fried beef and cabbage
소고기청경채볶음,stir-fried beef and bokchoy
쇠고기양송이볶음,stir-fried beef and Yangsongyi mushroom
쇠고기양파볶음,stir-fried beef and onion
쇠고기채소볶음,stir-fried beef and vegetables
쇠고기파인애플볶음,stir-fried beef and pineapple
쇠고기파프리카볶음,stir-fried beef and paprika
바베큐폭찹,barbequed pork chops
메추리알폭찹,pork chops with quail eggs
메추리알채소폭찹,vegetables and quail eggs
쇠고기폭찹,beef chops
쇠고기피망볶음,stir-fried beef and paprika
청경채불고기,barbequed beef and bokchoy
우엉불고기,barbequed beef and burdock
조랭이떡소불고기,barbequed beef and mini-ball rice cake
쇠불고기,barbequed beef
쇠고기불고기,barbequed beef
언양식불고기,Eonyang style barbequed beef
소불고기,barbequed beef
순살간장닭갈비,stir-fried chicken in soy sauce without bones
순살된장닭볶음,stir-fried chicken in soy paste without bones
순살닭볶음탕,braised spicy chicken without bones
순살돈육김치볶음,stir-fried kimchi and pork without bones
베이컨스크램블에그,scrambled eggs with bacon
시금치스크램블에그,scrambled eggs with spinach
채소스크램블에그,scrambled eggs with vegetables
새우살스크램블에그,scrambled eggs with shrimp
맛살스크램블에그,scrambled eggs with soft crab
게살스크램블에그,scrambled eggs with soft crab
스크램블에그,scrambled eggs
치즈스크램블에그,scrambled eggs with cheese
오믈렛,omelette
치즈오믈렛,cheese omelette
햄오믈렛,ham omelette
오이오믈렛,cucumber omelette
양배추낙지볶음,stir-fried octopus and cabbage
오리주물럭,spicy marinated duck
오리불고기,barbequed duck
오리채소볶음,stir-fried duck and vegetables
오이쇠고기볶음,stir-fried beef and cucumber
오징어간장볶음,stir-fried cuttlefish in soy sauce
오징어두루치기,stir-fried cuttlefish in spicy sauce
오징어떡볶음,stir-fried cuttlefish and rice cake
오징어볶음,stir-fried cuttlefish
오징어굴소스볶음,stir-fried cuttlefish in oyster sauce
오징어볶음+소면,stir-fried cuttlefish + plain noodles
오징어새우볶음,stir-fried cuttlefish and shrimp
오삼불고기,barbequed pork belly and cuttlefish
안매운오삼불고기,barbequed pork belly and cuttlefish (mild flavor)
오징어불고기,barbequed beef and cuttlefish
오징어청경채볶음,stir-fried cuttlefish and bokchoy
오징어채소볶음,stir-fried cuttlefish and vegetables
우엉쇠고기볶음,stir-fried beef and burdock
쇠고기우엉볶음,stir-fried beef and burdock
제육볶음,stir-fried spicy pork
목이버섯실파제육볶음,stir-fried spicy pork with black mushroom and spring onion
제육숙주불고기,stir-fried spicy pork with green bean sprout
제육불고기,stir-fried spicy pork
주꾸미떡볶음,stir-fried jukkumi and rice cake
주꾸미볶음,stir-fried jukkumi and
주꾸미야채볶음,stir-fried jukkumi and vegetables
주꾸미채소간장볶음,stir-fried jukkumi and vegetables in soy sauce
쪽파쇠고기볶음,stir-fried beef and spring onion
쇠고기부추볶음,stir-fried beef and chives
춘천닭갈비,Chuncheon-style stir-fried chicken
콩나물돼지불고기,barbequed pork and bean sprout
파돈육불고기,barbequed pork and spring onion
파돼지불고기,barbequed pork and spring onion
닭살표고버섯볶음,stir-fried chicken and Pyogo mushroom
쇠고기표고버섯볶음,stir-fried beef and Pyogo mushroom
훈제오리단호박볶음,stir-fried smoked duck and sweet pumpkin
훈제오리굴소스볶음,stir-fried smoked duck in oyster sauce
훈제오리볶음+무쌈,stir-fried smoked duck + daikon wraps
훈제오리볶음,stir-fried smoked duck
훈제오리양파볶음,stir-fried smoked duck and onion
훈제오리숙주볶음,stir-fried smoked duck and green bean sprout
훈제오리채소볶음,stir-fried smoked duck and vegetables
고추장불고기,barbequed beef in red chilli paste
매콤오징어볶음,stir-fried spicy cuttlefish
쇠고기감자볶음,stir-fried beef and potato
우불고기,barbequed beef
닭피망볶음,stir-fried chicken and paprika
돈육마파두부,stir-fried pork and Mapa tofu
새우굴소스볶음,stir-fried shrimp in oyster sauce
매콤주꾸미볶음,stir-fried spicy jukkumi
매콤낙지채소볶음,spicy stir-fried octopus and vegetables
낙지볶음,stir-fried octopus
고추장쇠고기볶음,stir-fried beef in red chilli paste
쇠고기볶음,stir-fried beef
늙은호박쇠고기볶음,stir-fried beef and zucchini
늙은호박닭가슴살볶음,stir-fried chicken and zucchini
김치돈육볶음,stir-fried pork and kimchi
안매운김치돈육볶음,mild stir-fried pork and kimchi
닭채볶음,stir-fried chicken
돈육짜장볶음,stir-fried pork in black soy
돈육자장볶음,stir-fried pork in black soy
돈육부추볶음,stir-fried pork and chive
돈육어묵볶음,stir-fried pork and fried fish paste
짜장닭볶음,stir-fried chicken in black soy
등심피망볶음,stir-fried pork sirloin and paprika
쇠고기무볶음,stir-fried beef and daikon
쇠고기오이볶음,stir-fried beef and cucumber
쇠고기마늘종볶음,stir-fried beef and garlic stem
돼지고기마늘종볶음,stir-fried pork and garlic stem
소고기양송이볶음,stir-fried beef and Yangsongyi mushroom
쇠고기짜장볶음,stir-fried beef in black soy
소고기피망볶음,stir-fried beef and paprika
매콤오삼불고기,spicy barbequed pork belly and cuttlefish
유산슬,stir-fried seafood and vegetables
감자햄볶음,stir-fried potato and ham
감자채피망볶음,stir-fried potato and paprika
감자채볶음,stir-fried potato
감자당근채볶음,stir-fried potato and carrot
건취나물간장볶음,stir-fried dried chwinamul in soy sauce
건파래볶음,stir-fried dried sea lettuce
게맛살팽이버섯볶음,stir-fried soft crab and winter mushroom
게맛살피망채볶음,stir-fried soft crab and paprika
게맛살파프리카볶음,stir-fried soft crab and paprika
크래미채소볶음,stir-fried soft crab and vegetables
파래자반,salted sea lettuce
건파래자반,salted dried sea lettuce
김자반볶음,stir-fried salted seaweed
김치볶음,stir-fried kimchi
버섯부추볶음,stir-fried mushroom and chive
꼬마새송이버섯볶음,stir-fried mini-Saesongyi mushroom
새송이버섯시금치볶음,stir-fried Saesongyi mushroom and spinach
느타리버섯볶음,stir-fried oyster mushroom
느타리버섯채소볶음,stir-fried oyster mushroom and vegetables
느타리버섯양파볶음,stir-fried oyster mushroom and onion
느타리파프리카볶음,stir-fried oyster mushroom and paprika
버섯채소볶음,stir-fried mushroom and vegetables
당근고구마볶음,stir-fried carrot and sweet potato
당근숙주굴소스볶음,stir-fried carrot and green bean sprout in oyster sauce
당근양파볶음,stir-fried carrot and onion
파프리카양파볶음,stir-fried paprika and onion
건새우애호박볶음,stir-fried dried shrimp and zucchini
양배추건새우볶음,stir-fried cabbage and dried shrimp
맛살당근볶음,stir-fried soft crab and carrot
브로콜리맛살볶음,stir-fried broccoli and soft crab
팽이맛살볶음,stir-fried winter mushroom and soft crab
맛살채소볶음,stir-fried soft crab and vegetables
김부각멸치볶음,stir-fried anchovy and deep-fried seaweed
잔멸치볶음,stir-fried baby anchovy
멸치볶음,stir-fried anchovy
실치볶음,stir-fried baby anchovy
멸치호두볶음,stir-fried anchovy and walnut
멸치아몬드볶음,stir-fried anchovy and almond
깻잎순멸치볶음,stir-fried anchovy with perilla leaves
깻잎들깨볶음,stir-fried perilla leaf and perilla seed
멸치피망볶음,stir-fried anchovy and paprika
명엽채아몬드볶음,stir-fried dried pollack and almond
명엽채볶음,stir-fried dried pollack
미역볶음,stir-fried seaweed
미역줄기채소볶음,stir-fried seaweed stem and vegetables
미역줄기당근볶음,stir-fried seaweed stem and carrot
미역줄기볶음,stir-fried seaweed stem
맛살미역줄기볶음,stir-fried seaweed stem and soft crab
브로콜리견과류볶음,stir-fried broccoli and nuts
브로콜리채소볶음,stir-fried broccoli and vegetables
브로콜리새우볶음,stir-fried broccoli and shrimp
브로콜리버섯볶음,stir-fried broccoli and mushroom
브로콜리볶음,stir-fried broccoli
브로콜리마늘볶음,stir-fried broccoli and garlic
브로콜리버터볶음,stir-fried broccoli with butter
옥수수토마토소스볶음,stir-fried corn in tomato sauce
새송이버섯볶음,stir-fried Saesongyi mushroom
미니새송이볶음,stir-fried mini-Saesongyi mushroom
미니새송이버섯볶음,stir-fried mini-Saesongyi mushroom
건새우애호박채소볶음,stir-fried dried shrimp and zucchini with vegetables
새우살호박볶음,stir-fried shrimp and zucchini
감자채소볶음,stir-fried potato and vegetables
삼색감자채볶음,stir-fried three-color potato
시금치감자볶음,stir-fried potato and spinach
아몬드잔멸치볶음,stir-fried baby anchovy and almond
호박채소볶음,stir-fried zucchini and vegetables
애호박새우젓볶음,stir-fried zucchini and salted shrimp
애호박당근볶음,stir-fried zucchini and carrot
애호박볶음,stir-fried zucchini
애호박콩가루볶음,stir-fried zucchini with bean powder
열무볶음,stir-fried summer radish
오이볶음,stir-fried cucumber
오이들깨볶음,stir-fried cucumber and perilla seed
우엉볶음,stir-fried burdock
피망잡채,stir-fried paprika and glass noodles
마늘종잡채,stir-fried stem of garlic and glass noodles
파프리카잡채,stir-fried stem of paprika and glass noodlee
우엉잡채,stir-fried burdock and glass noodles
유자청잔멸치볶음,stir-fried baby anchovy in yuzu marinade
견과류멸치볶음,stir-fried anchovy and nuts
잔멸치아몬드볶음,stir-fried baby anchovy and almond
참나물볶음,stir-fried spring parsley
양배추볶음,stir-fried cabbage
참치채소볶음,stir-fried tuna and vegetables
참치애호박볶음,stir-fried tuna and zucchini
참치양파볶음,stir-fried tuna and onion
참치피망볶음,stir-fried tuna and paprika
취나물볶음,stir-fried chwinamul
곰취나물볶음,stir-fried groundsel
곤드레나물볶음,stir-fried thistle
파프리카볶음,stir-fried paprika
팽이버섯잡채,stir-fried winter mushroom and glass noodles
편마늘멸치볶음,stir-fried anchovy and garlic flakes
표고버섯당근볶음,stir-fried Pyogo mushroom and carrot
표고버섯볶음,stir-fried Pyogo mushroom
멸치꽈리볶음,stir-fried anchovy and chilli pepper
야채잡채,stir-fried vegetables and glass noodles
감자볶음,stir-fried potato
감말랭이감자볶음,stir-fried potato and dried persimmon
곶감감자볶음,stir-fried potato and dried persimmon
모듬버섯볶음,stir-fried mushroom
마늘종볶음,stir-fried garlic stem
호두마늘종볶음,stir-fried garlic stem and walnut
미역줄기고추볶음,stir-fried seaweed stem and chilli pepper
애호박양파볶음,stir-fried zucchini and onion
건새우볶음,stir-fried dried shrimp
감자어묵볶음,stir-fried potato and fried fish paste
고구마줄기볶음,stir-fried sweet potato stem
김자반,salted seaweed
느타리버섯당근볶음,stir-fried oyster mushroom and carrot
다시마북어볶음,stir-fried seaweed and dried pollack
도라지볶음,stir-fried bellflower root
새우청경채볶음,stir-fried shrimp and bokchoy
애호박건새우볶음,stir-fried zucchini and dried shrimp
애호박버섯볶음,stir-fried zucchini and mushroom
오징어채볶음,stir-fried dried cuttlefish
청경채볶음,stir-fried bokchoy
건취나물볶음,stir-fried dried chwinamul
콩나물잡채,stir-fried bean sprout and glass noodles
팽이버섯볶음,stir-fried winter mushroom
양송이볶음,stir-fried Yangsongyi mushroom
양송이버섯볶음,stir-fried Yangsongyi mushroom
버섯볶음,stir-fried muchroom
표고버섯간장볶음,stir-fried Pyogo mushroom in soy sauce
피망채죽순볶음,stir-fried paprika and bamboo shoot
해초볶음,stir-fried seaweed platter
깻잎순나물볶음,stir-fried perilla leaf
햄채소볶음,stir-fried vegetables and ham
감자그라탕,potato gratin
참치감자볶음,stir-fried tuna and potato
참치파프리카볶음,stir-fried tuna and paprika
떡볶이,tteokbokki (stir-fried rice cake)
떡범벅,rice cake mash
궁중떡볶이,royal-style tteokbokki (stir-fried rice cake)
달걀채소볶음,stir-fried vegetables and eggs
돼지고기잡채,stir-fried pork with glass noodles
돼지고기미나리잡채,stir-fried pork and winter celery with glass noodles
돼지고기부추잡채,stir-fried pork and chive with glass noodles
돼지고기우엉잡채,stir-fried pork and burdock with glass noodles
베이컨크림떡볶이,bacon cream tteokbokki (stir-fried rice cake)
크림떡볶이,cream tteokbokki (stir-fried rice cake)
짜장떡볶이,black soy tteokbokki (stir-fried rice cake)
브로콜리달걀볶음,stir-fried broccoli and eggs
버섯달걀볶음,stir-fried mushroom and eggs
베이컨감자채볶음,stir-fried bacon and potato
고구마베이컨볶음,stir-fried bacon and sweet potato
베이컨감자볶음,stir-fried bacon and potato
베이컨애호박볶음,stir-fried bacon and zucchini
베이컨채소볶음,stir-fried bacon and vegetables
베이컨파프리카볶음,stir-fried bacon and paprika
베이컨팽이버섯볶음,stir-fried bacon and winter mushroom
메추리알브로콜리볶음,stir-fried quail eggs and broccoli
메추리알피망볶음,stir-fried quail eggs and paprika
비엔나도라지볶음,stir-fried sausage and bellflower root
비엔나소시지볶음,stir-fried sausage
비엔나채소볶음,stir-fried sausage and vegetables
비엔나피망볶음,stir-fried sausage and paprika
비엔나토마토볶음,stir-fried sausage and tomato
멸치새송이버섯볶음,stir-fried anchovy and Saesongyi mushroom
멸치땅콩볶음,stir-fried anchovy and peanut
멸치파프리카볶음,stir-fried anchovy and paprika
새우살볶음,stir-fried rice with shrimp
소시지브로콜리볶음,stir-fried sausage and broccoli
시금치프리타타,spinach frittata
아몬드진미채볶음,stir-fried spicy dried cuttlefish and almond
두부채소볶음,stir-fried tofu and vegetables
어묵당근볶음,stir-fried carrot and fried fish paste
어묵피망볶음,stir-fried paprika and fried fish paste
어묵파프리카볶음,stir-fried paprika and fried fish paste
어묵채소볶음,stir-fried vegetables and fried fish paste
맛살어묵볶음,stir-fried soft crab and fried fish paste
어묵볶음,stir-fried fried fish paste
사각어묵볶음,stir-fried square-shape fried fish paste
볼어묵볶음,stir-fried fried fish paste bowl
비엔나잔멸치볶음,stir-fried sausage and baby anchovy
쇠고기잡채,stir-fried beef and glass noodles
잡채,stir-fried glass noodles
참치볶음,stir-fried tuna
양파달걀볶음,stir-fried onion and eggs
토마토달걀볶음,stir-fried tomato and eggs
파프리카달걀볶음,stir-fried paprika and eggs
토마토스크램블에그,scrambled eggs with tomato
파프리카스크램블에그,scrambled eggs with paprika
간장떡볶이,soy-based tteokbokki (stir-fried rice cake)
매콤어묵볶음,stir-fried spicy fried fish paste
소시지야채볶음,stir-fried sausage and vegetables
참치김치볶음,stir-fried tuna and kimchi
안매운참치김치볶음,mild stir-fried tuna and kimchi
궁중떡볶음,royal-style stir-fried rice cake
두부잡채,stir-fried tofu and glass noodles
부추달걀볶음,stir-fried chive and eggs
부추잡채볶음,stir-fried chive and glass noodles
북어볶음,stir-fried dried pollack
소시지케첩볶음,stir-fried sausage in ketchup
어묵떡볶이,tteokbokki (stir-fried rice cake) with fried fish paste
어묵맛살볶음,stir-fried soft crab and fried fish paste
피망어묵볶음,stir-fried paprika and fried fish paste
쪽파잔멸치볶음,stir-fried baby anchovy and spring onion
쥐어채볶음,stir-fried dried pollack
어묵잡채,stir-fried fish cake with glass noodles
호두멸치볶음,stir-fried anchovy and walnut
무나물볶음,stir-fried daikon slices
백김치,white kimchi
열무 김치,summer radish kimchi
열무 물김치,summer radish watery kimchi
오이소박이김치,cucumber kimchi
파 김치,spring onion kimchi
얼갈이배추 김치,winter cabbage kimchi
갓 김치,mustard leaf kimchi
깍두기,radish kimchi cubes
나박 김치,radish watery kimchi
동치미,radish watery kimchi
배추김치,napa cabbage kimchi
총각 김치,whole radish kimchi
단배추물김치,sweet napa cabbage watery kimchi
단무지무침,seasoned salad with pickled daikon
오이 피클,pickled cucumber
비트초절이,pickled beet
콜라비나박김치,kohlrabi watery kimchi
파프리카피클,pickled paprika
석박지,sweet radish kimchi
깻잎김치,perilla leaf kimchi
단무지,pickled daikon
,
